Product ID,Product Title,Product Type,Vendor,Product Tags,Primary Licensor
"278259369","Always Alpha Chi","Shirts > Short sleeve t-shirts","Alpha Chi Omega","Alpha Chi Omega, blackfriday2016, Clearance Tank, Festival, RTS, saleaug2016, saleFEB2017, SpringBreak2017, Tank","Alpha Chi Omega"
"278301717","APHI - Neon Heart Tank","Shirts > Tank tops","Alpha Phi","Alpha Phi, RTS","Alpha Phi"
"278445497","Theta TB Flowy V-Neck Tee","Shirts > Short sleeve t-shirts","Kappa Alpha Theta","Kappa Alpha Theta","Kappa Alpha Theta"
"279471325","Delta Sig Pocket Tee","Shirts > Short sleeve t-shirts","Delta Sigma Phi","campaign_past_campaign, past_campaign_temp","Delta Sigma Phi"
"279732113","Coachella Crop","Shirts > Crop tops","The Social Life","ALL, General, instagram, RTS","Various"
"280268473","APhi Custom Pocket PW Tank","Shirts > Tank tops","Alpha Phi (Private)","campaign_past_campaign, past_campaign_temp","Alpha Phi"
"280658769","DX - Vegas Formal Pocket Tee","Shirts > Short sleeve t-shirts","Delta Chi (Private)","campaign_past_campaign, past_campaign_temp","Various"
"280660541","DX - Vegas Formal Tank","Shirts > Tank tops","Delta Chi (Private)","campaign_past_campaign, past_campaign_temp","Various"
"280812769","KKG 'Merica Tank","Shirts > Tank tops","Kappa Kappa Gamma","campaign_past_campaign, Kappa Kappa Gamma, past_campaign_temp","Kappa Kappa Gamma"
"280833213","Stay Vertical American Apparel Unisex Tank","Shirts > Tank tops","Delta Gamma (Private)","campaign_past_campaign, past_campaign_temp","Various"
"280838221","Stay Vertical Bro Tank","Shirts > Tank tops","Delta Gamma (Private)","campaign_past_campaign, past_campaign_temp","Various"
"281191785","Theta Chi Spring 2014 Tank","Shirts > Tank tops","Theta Chi","campaign_past_campaign, past_campaign_temp","Theta Chi"
"281462181","SAE Paddy Murphy Jersey","Shirts > Jerseys","Sigma Alpha Epsilon (Private)","campaign_past_campaign, past_campaign_temp","Sigma Alpha Epsilon"
"281464385","SAE Paddy Murphy Crew Tee","Shirts > Short sleeve t-shirts","Sigma Alpha Epsilon (Private)","campaign_past_campaign, past_campaign_temp","Sigma Alpha Epsilon"
"281532985","ALPHA PHI War of the Roses Tank","Shirts > Tank tops","Theta Chi (Private)","campaign_past_campaign, past_campaign_temp","Alpha Phi"
"281535533","ALPHA DELTA PI War of the Roses Tank","Shirts > Tank tops","Theta Chi (Private)","campaign_past_campaign, past_campaign_temp","Alpha Delta Pi"
"281538325","SIGMA KAPPA War of the Roses Tank","Shirts > Tank tops","Theta Chi (Private)","campaign_past_campaign, past_campaign_temp","Sigma Kappa"
"281539009","ALPHA GAMMA DELTA War of the Roses Tank","Shirts > Tank tops","Theta Chi (Private)","campaign_past_campaign, past_campaign_temp","Alpha Gamma Delta"
"281541421","GAMMA PHI War of the Roses Tank","Shirts > Tank tops","Theta Chi (Private)","campaign_past_campaign, past_campaign_temp","Gamma Phi Beta"
"281543445","ALPHA OMICRON PI War of the Roses Tank","Shirts > Tank tops","Theta Chi (Private)","campaign_past_campaign, past_campaign_temp","Alpha Omicron Pi"
"283662745","KAO Texas Tech - CaboBandz","Jewelry > Bracelets","Kappa Alpha Theta (Private)","campaign_past_campaign, past_campaign_temp","Kappa Alpha Theta"
"283741177","AXO What You Know Tank","Shirts > Tank tops","Alpha Chi Omega","Alpha Chi Omega, AXO Hidden, campaign_past_campaign, past_campaign_temp","Alpha Chi Omega"
"283741733","AXO - Making Texas Proud Tank","Shirts > Tank tops","Alpha Chi Omega","Alpha Chi Omega, AXO Hidden, campaign_past_campaign, past_campaign_temp","Alpha Chi Omega"
"284167021","DG - Anchor Splash 2014","Shirts > Tank tops","Delta Gamma (Private)","campaign_past_campaign, past_campaign_temp","Delta Gamma"
"284412913","Give Cancer The Boot Bro Tank (sand color)","Shirts > Tank tops","Delta Delta Delta (Private)","campaign_past_campaign, past_campaign_temp","Various"
"284452057","AXO Davis CA Racerback Tank","Shirts > Tank tops","Alpha Chi Omega (Private)","campaign_past_campaign, past_campaign_temp","Alpha Chi Omega"
"284458485","Do Good Flowy V-Neck","Shirts > Short sleeve t-shirts","Delta Gamma (Private)","campaign_past_campaign, past_campaign_temp","Various"
"284459185","DG Aztec Racerback","Shirts > Tank tops","Delta Gamma (Private)","campaign_past_campaign, past_campaign_temp","Delta Gamma"
"284470481","DG Aztec Racerback","Shirts > Tank tops","Delta Gamma","campaign_past_campaign, Delta Gamma, past_campaign_temp","Delta Gamma"
"284471673","DG Nautical Striped Crop","Shirts > Crop tops","Delta Gamma","campaign_past_campaign, Delta Gamma, past_campaign_temp","Delta Gamma"
"284547577","DG - Sail Away Muscle Tank","Shirts > Tank tops","Delta Gamma","blackfriday2016, Clearance Tank, Delta Gamma, Muscle Tank, RTS, saleFEB2017, Shirt, Spring Break, SpringBreak2017, Tank","Delta Gamma"
"284551169","APHI - Let It Be","Shirts > Short sleeve t-shirts","Alpha Phi","Alpha Phi, Clearance Bin, RESTOCK, RTS, saleaug2016, Shirt, Tee","Alpha Phi"
"284561729","DG Tropical SnapBack","Headwear > Billed hats","Delta Gamma","Delta Gamma, Hat, Headwear, RTS, Snapbacks, Spring Break","Delta Gamma"
"284567197","AXO Floral Snapback","Headwear > Billed hats","Alpha Chi Omega","Alpha Chi Omega, daily deal, Hat, Headwear, RTS, Snapbacks","Alpha Chi Omega"
"284568665","APHI Floral Snapback","Headwear > Billed hats","Alpha Phi","Alpha Phi, Hat, Headwear, RTS, Snapbacks","Alpha Phi"
"285032337","AXO California Muscle Tee","Shirts > Short sleeve t-shirts","Alpha Chi Omega","Alpha Chi Omega, AXO Hidden, campaign_past_campaign, past_campaign_temp","Alpha Chi Omega"
"285034817","AXO California Flowy Racerback Tank","Shirts > Tank tops","Alpha Chi Omega","Alpha Chi Omega, AXO Hidden, campaign_past_campaign, past_campaign_temp","Alpha Chi Omega"
"285061697","Aphi So Fetch Racerback Tank","Shirts > Tank tops","Alpha Phi","Alpha Phi, campaign_past_campaign, past_campaign_temp","Alpha Phi"
"285130425","APhi Chevron Pocket Tee","Shirts > Short sleeve t-shirts","Alpha Phi","Alpha Phi, campaign_past_campaign, past_campaign_temp","Alpha Phi"
"285256005","APHI Derby Days Tank","Shirts > Tank tops","Sigma Chi (Private)","campaign_past_campaign, past_campaign_temp","Alpha Phi"
"285257649","AXO Derby Days Tank","Shirts > Tank tops","Sigma Chi (Private)","campaign_past_campaign, past_campaign_temp","Alpha Chi Omega"
"285258449","DG Derby Days Tank","Shirts > Tank tops","Sigma Chi (Private)","campaign_past_campaign, past_campaign_temp","Delta Gamma"
"285260121","Pi Phi Derby Days Tank","Shirts > Tank tops","Sigma Chi (Private)","campaign_past_campaign, past_campaign_temp","Pi Beta Phi"
"285261453","Sigma Kappa Derby Days Tank","Shirts > Tank tops","Sigma Chi (Private)","campaign_past_campaign, past_campaign_temp","Sigma Kappa"
"285263609","Theta Derby Days Tank","Shirts > Tank tops","Sigma Chi (Private)","campaign_past_campaign, past_campaign_temp","Kappa Alpha Theta"
"285413969","KKG Derby Days Tank","Shirts > Tank tops","Sigma Chi (Private)","campaign_past_campaign, past_campaign_temp","Kappa Kappa Gamma"
"285424733","ASU Greek Week Tank","Shirts > Tank tops","Delta Gamma (Private)","campaign_past_campaign, past_campaign_temp","Various"
"286378161","Sigma Chi Sweethearts","Shirts > Short sleeve t-shirts","Sigma Chi (Private)","campaign_past_campaign, past_campaign_temp","Sigma Chi"
"286395105","UCLA Tri-Delt - Stagecoach","Shirts > Short sleeve t-shirts","Delta Delta Delta (Private)","campaign_past_campaign, past_campaign_temp","Delta Delta Delta"
"286395777","UCSB Tri-Delt - Stagecoach","Shirts > Short sleeve t-shirts","Delta Delta Delta (Private)","campaign_past_campaign, past_campaign_temp","Delta Delta Delta"
"286482825","KKG Ramones Muscle Tank","Shirts > Tank tops","Kappa Kappa Gamma","campaign_past_campaign, Kappa Kappa Gamma, past_campaign_temp","Kappa Kappa Gamma"
"287251593","AXO 'Crest' Quarter Zip Sweatshirt","Sweatshirts > 1/4 zip sweatshirts","Alpha Chi Omega (Private)","campaign_past_campaign, past_campaign_temp","Alpha Chi Omega"
"291725653","KKG Floral Camp Hat","Headwear > Billed hats","Kappa Kappa Gamma (Private)","campaign_past_campaign, past_campaign_temp","Kappa Kappa Gamma"
"291766713","Chi Omega Cabobandz (Pink)","Hair accessories > Headbands","Chi Omega (Private)","campaign_past_campaign, past_campaign_temp","Chi Omega"
"292364401","APHI - Fear None Jersey","Shirts > Jerseys","Alpha Phi (Private)","campaign_past_campaign, past_campaign_temp","Alpha Phi"
"292365717","APHI - Fear None Tee","Shirts > Short sleeve t-shirts","Alpha Phi (Private)","campaign_past_campaign, past_campaign_temp","Alpha Phi"
"292367117","APHI - Fear None Tank","Shirts > Tank tops","Alpha Phi (Private)","campaign_past_campaign, past_campaign_temp","Alpha Phi"
"292368241","APHI - Fear None Racerback","Shirts > Tank tops","Alpha Phi (Private)","campaign_past_campaign, past_campaign_temp","Alpha Phi"
"292881545","DPhiE - Lemons Tank","Shirts > Tank tops","Delta Phi Epsilon","campaign_past_campaign, Delta Phi Epsilon, past_campaign_temp","Delta Phi Epsilon"
"294123881","Theta Chi ""Cut The Chi"" Ladies Racerback","Shirts > Tank tops","Theta Chi (Private)","campaign_past_campaign, past_campaign_temp","Theta Chi"
"294164285","Chi Omega Floral Snapback","Headwear > Billed hats","Chi Omega","AFLV, AMG RTS, blackfriday2016, Chi Omega, Hat, Headwear, RTS, saleaug2016, saleFEB2017, Snapbacks","Chi Omega"
"294187941","Alpha Phi Pocket Tank","Shirts > Tank tops","Alpha Phi (Private)","campaign_past_campaign, past_campaign_temp","Alpha Phi"
"294189761","Alpha Phi White Tank","Shirts > Tank tops","Alpha Phi (Private)","campaign_past_campaign, past_campaign_temp","Alpha Phi"
"294191421","Alpha Phi Black Tank","Shirts > Tank tops","Alpha Phi (Private)","campaign_past_campaign, past_campaign_temp","Alpha Phi"
"295460605","Just DG It Custom V Neck","Shirts > Short sleeve t-shirts","Delta Gamma (Private)","campaign_past_campaign, past_campaign_temp","Delta Gamma"
"295461673","Just DG It Custom Bro Tank","Shirts > Tank tops","Delta Gamma (Private)","campaign_past_campaign, past_campaign_temp","Delta Gamma"
"295463861","OSU Shasta 2014 Bro Tank","Shirts > Tank tops","Pi Kappa Phi (Private)","campaign_past_campaign, past_campaign_temp","Various"
"295471317","Pike Spring Formal Tee","Shirts > Short sleeve t-shirts","Pi Kappa Alpha (private)","campaign_past_campaign, past_campaign_temp","Pi Kappa Alpha"
"295472633","Pike Spring Formal Bro Tank","Shirts > Tank tops","Pi Kappa Alpha (private)","campaign_past_campaign, past_campaign_temp","Pi Kappa Alpha"
"295472937","Pike Spring Formal Long Sleeve","Shirts > Long sleeve t-shirts","Pi Kappa Alpha (private)","campaign_past_campaign, past_campaign_temp","Pi Kappa Alpha"
"296067397","ZBTahiti Bro Tank","Shirts > Tank tops","Zeta Beta Tau (Private)","campaign_past_campaign, past_campaign_temp","Various"
"296080601","DG Aztec Snapback","Headwear > Billed hats","Delta Gamma (Private)","campaign_past_campaign, past_campaign_temp","Delta Gamma"
"296083161","Official 2014 Shasta Tank","Shirts > Tank tops","Kappa Kappa Gamma (Private)","campaign_past_campaign, past_campaign_temp","Various"
"296085557","Fiji Does It Better Tank","Shirts > Tank tops","Phi Gamma Delta (Private)","campaign_past_campaign, past_campaign_temp","Phi Gamma Delta"
"296269045","APHI - Heart Tank","Shirts > Tank tops","Alpha Phi (Private)","campaign_past_campaign, past_campaign_temp","Alpha Phi"
"296292041","APHI - Heart Vneck Tank.","Shirts > Tank tops","Alpha Phi","Alpha Phi, campaign_past_campaign, past_campaign_temp","Alpha Phi"
"296297673","Theta Aviator Skull V-Neck","Shirts > Short sleeve t-shirts","Kappa Alpha Theta","campaign_past_campaign, Kappa Alpha Theta, past_campaign_temp","Kappa Alpha Theta"
"296298853","Theta Aviator Skull Racerback","Shirts > Tank tops","Kappa Alpha Theta","campaign_past_campaign, Kappa Alpha Theta, past_campaign_temp","Kappa Alpha Theta"
"296305189","Chi O 'Merica Tank","Shirts > Tank tops","Chi Omega","campaign_past_campaign, Chi Omega, past_campaign_temp","Chi Omega"
"296319645","Gamma Phi SLO Racerback","Shirts > Tank tops","Gamma Phi Beta (Private)","campaign_past_campaign, past_campaign_temp","Gamma Phi Beta"
"296776093","Custom Fresh Prince Snapback!","Headwear > Billed hats","The Social Life","campaign_past_campaign, General, past_campaign_temp","Various"
"296946205","Alpha Chi Kind Of Guy.","Shirts > Short sleeve t-shirts","Alpha Chi Omega","Alpha Chi Omega, AXO Hidden, campaign_past_campaign, past_campaign_temp","Alpha Chi Omega"
"297670413","KKG Adidas Triblend Tank","Shirts > Tank tops","Kappa Kappa Gamma (Private)","campaign_past_campaign, past_campaign_temp","Kappa Kappa Gamma"
"298200589","Tri Delt Vegas Racerback","Shirts > Tank tops","Delta Delta Delta (Private)","campaign_past_campaign, past_campaign_temp","Delta Delta Delta"
"298688957","Custom Hawaiian Snapback!","Headwear > Billed hats","The Social Life","campaign_past_campaign, General, past_campaign_temp","Various"
"298758197","Rowing Championship Tank","Shirts > Tank tops","Princeton Crew","campaign_past_campaign, past_campaign_temp","Various"
"299105717","DG - Land of the Free Tank","Shirts > Tank tops","Delta Gamma","campaign_past_campaign, Delta Gamma, past_campaign_temp","Delta Gamma"
"299117933","Theta Floral V-Neck Tank","Shirts > Tank tops","Kappa Alpha Theta","campaign_past_campaign, Kappa Alpha Theta, past_campaign_temp","Kappa Alpha Theta"
"299680905","2014 Senior Bar Crawl Racerback","Shirts > Tank tops","Chi Omega (Private)","campaign_past_campaign, past_campaign_temp","Various"
"299816477","Alpha Breezy Crop Tank.","Shirts > Tank tops","Alpha Omicron Pi (Private)","campaign_past_campaign, past_campaign_temp","Various"
"299818917","AOPi Cabobandz - Pink","Hair accessories > Headbands","Alpha Omicron Pi (Private)","campaign_past_campaign, past_campaign_temp","Alpha Omicron Pi"
"299821889","ALPHA CHI KIND OF GUY UCLA","Shirts > Short sleeve t-shirts","Alpha Chi Omega (Private)","campaign_past_campaign, past_campaign_temp","Alpha Chi Omega"
"299920101","Pi Phi Barn Dance 2014 Tee","Shirts > Short sleeve t-shirts","Pi Beta Phi (Private)","campaign_past_campaign, past_campaign_temp","Pi Beta Phi"
"299921041","Pi Phi Barn Dance 2014 Tank","Shirts > Tank tops","Pi Beta Phi (Private)","campaign_past_campaign, past_campaign_temp","Pi Beta Phi"
"299921469","Pi Phi Barn Dance 2014 Long Sleeve","Shirts > Long sleeve t-shirts","Pi Beta Phi (Private)","campaign_past_campaign, past_campaign_temp","Pi Beta Phi"
"300644333","Pike Suga Shack Bro Tank","Shirts > Tank tops","Pi Kappa Alpha (private)","campaign_past_campaign, past_campaign_temp","Pi Kappa Alpha"
"300646237","Kaotic and Patriotic Tank","Shirts > Tank tops","Kappa Alpha Theta (Private)","campaign_past_campaign, past_campaign_temp","Various"
"300660561","2014 Greek Week 'DGAF' Tank","Shirts > Tank tops","Alpha Epsilon Pi (Private)","campaign_past_campaign, past_campaign_temp","Various"
"301809989","CSU Hawaiian Camp Hat","Headwear > Billed hats","CSU Greeks (Private)","campaign_past_campaign, past_campaign_temp","Various"
"301815725","AXO Disney Shirt","Shirts > Short sleeve t-shirts","Alpha Chi Omega (Private)","campaign_past_campaign, past_campaign_temp","Alpha Chi Omega"
"301867609","2014 ADPi Diamond Ball Racerback","Shirts > Tank tops","Alpha Delta Pi (Private)","campaign_past_campaign, past_campaign_temp","Alpha Delta Pi"
"301868581","2014 ADPi Diamond Ball Pocket Tee","Shirts > Short sleeve t-shirts","Alpha Delta Pi (Private)","campaign_past_campaign, past_campaign_temp","Alpha Delta Pi"
"302710105","ADPi Blood Drive Tank","Shirts > Tank tops","Alpha Delta Pi (Private)","campaign_past_campaign, past_campaign_temp","Alpha Delta Pi"
"302714133","UCSB Annual Fund Tank","Shirts > Tank tops","UCSB (Private)","campaign_past_campaign, past_campaign_temp","Various"
"302717473","Diva Definition Tank","Shirts > Tank tops","Alpha Chi Omega (Private)","campaign_past_campaign, past_campaign_temp","Various"
"303795685","ADPi ""Bow Tank"" Racerback","Shirts > Tank tops","Alpha Delta Pi (Private)","campaign_past_campaign, past_campaign_temp","Alpha Delta Pi"
"303811881","""Shasta Lake"" Bro Tank","Shirts > Tank tops","Delta Gamma (Private)","campaign_past_campaign, past_campaign_temp","Various"
"303813997","USAnchor Bro Tank","Shirts > Tank tops","Delta Gamma (Private)","campaign_past_campaign, past_campaign_temp","Various"
"303821693","Kappa Delta Floral Snapback","Headwear > Billed hats","Kappa Delta (Private)","campaign_past_campaign, past_campaign_temp","Kappa Delta"
"303828549","ADPi ""America"" BroTank","Shirts > Tank tops","Alpha Delta Pi (Private)","campaign_past_campaign, past_campaign_temp","Alpha Delta Pi"
"304829857","DG NFL Crop Tank","Shirts > Tank tops","Delta Gamma","campaign_past_campaign, Delta Gamma, past_campaign_temp","Delta Gamma"
"304855349","Sigma Kappa - Flag Crop","Shirts > Crop tops","Sigma Kappa","campaign_past_campaign, past_campaign_temp, Sigma Kappa","Sigma Kappa"
"306116421","Shasta Bro Tank","Shirts > Tank tops","Alpha Phi (Private)","campaign_past_campaign, past_campaign_temp","Various"
"306119305","2014 Shasta ""Booze Cruise"" Tank","Shirts > Tank tops","Alpha Phi (Private)","campaign_past_campaign, past_campaign_temp","Various"
"306137621","DG Hawaiian Snapback","Headwear > Billed hats","Delta Gamma (Private)","campaign_past_campaign, past_campaign_temp","Delta Gamma"
"306139353","DZ Dripping Flag Muscle Tank","Shirts > Tank tops","Delta Zeta","campaign_past_campaign, Delta Zeta, past_campaign_temp","Delta Zeta"
"306486713","Theta Daisies V-Neck Tank","Shirts > Tank tops","Kappa Alpha Theta","campaign_past_campaign, Kappa Alpha Theta, past_campaign_temp","Kappa Alpha Theta"
"306663753","Rip'Em Eaters Baseball Tee","Shirts > 3/4 sleeve t-shirts","Delta Gamma (Private)","campaign_past_campaign, past_campaign_temp","Various"
"306678929","Kappa Bro Tank","Shirts > Tank tops","Kappa Kappa Gamma (Private)","campaign_past_campaign, past_campaign_temp","Various"
"306690381","UW Greek Olympics Tank","Shirts > Tank tops","Delta Zeta (Private)","campaign_past_campaign, past_campaign_temp","Various"
"306836221","Kite + Key Zip Up Hoodie","Sweatshirts > Zip-up sweatshirts","Kappa Kappa Gamma (Private)","campaign_past_campaign, past_campaign_temp","Various"
"306841593","Kite + Key Crew Sweatshirt","Sweatshirts > Crewneck sweatshirts","Kappa Kappa Gamma (Private)","campaign_past_campaign, past_campaign_temp","Various"
"306923309","DG Luau Tank","Shirts > Tank tops","Delta Gamma (Private)","campaign_past_campaign, past_campaign_temp","Delta Gamma"
"306923949","DG Luau Tee","Shirts > Short sleeve t-shirts","Delta Gamma (Private)","campaign_past_campaign, past_campaign_temp","Delta Gamma"
"307046785","DG Luau Tank Inverse","Shirts > Tank tops","Delta Gamma (Private)","campaign_past_campaign, past_campaign_temp","Delta Gamma"
